"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,4,"JAROSLAV SOCHOR",57,"podnikatel","Bohuslavice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,11,"PETRA HRONOVSKÁ",50,"podnikatelka","Bohuslavice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
902,7,"ROMAN SVATOŇ",40,"OSVČ","Bohuslavice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ","*"
1,1,"MILUŠE MENCLOVÁ",53,"podnikatelka","Bohuslavice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,6,"Bc. LUCIE MENCELOVÁ",30,"porodní asistentka","Bohuslavice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,9,"ŠTEFAN KROKA",51,"podnikatel","Bohuslavice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,10,"JOSEF HRONOVSKÝ",76,"důchodce","Bohuslavice","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
901,5,"ZDEŇKA BITNAROVÁ",60,"důchodce","Bohuslavice","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
902,1,"VLASTIMIL NÝVLT",67,"místostarosta, důchodce","Bohuslavice","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
389,6,"ALŽBĚTA HLADÍKOVÁ",43,"zootechnik","Bohuslavice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
389,2,"BOHUMIL KUTINA",68,"účetní poradce","Bohuslavice","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,9,"KAREL ČEPELKA",69,"důchodce","Bohuslavice","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
389,3,"JANA HLADÍKOVÁ",57,"ředitelka ZŠ","Bohuslavice","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
389,1,"JOSEF SYROVÁTKO",58,"podnikatel","Bohuslavice","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA","*"
901,1,"JIŘÍ TOJNAR",44,"starosta obce","Bohuslavice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BOHUSLAVICE",""
901,11,"Bc. MARTIN KVIRENC",46,"vedoucí výroby","Bohuslavice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BOHUSLAVICE",""
902,3,"Ing. RADEK KVIRENC",43,"geodet","Bohuslavice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BOHUSLAVICE",""
902,2,"Ing. ILONA VOBORNÍKOVÁ",50,"účetní","Bohuslavice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BOHUSLAVICE",""
901,4,"PAVEL NOVOTNÝ",29,"zaměstnanec obce","Bohuslavice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BOHUSLAVICE",""
902,10,"RADEK RYDLO",42,"OSVČ","Bohuslavice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BOHUSLAVICE",""
901,2,"Mgr. ROMAN KYRAL",30,"advokátní koncipient","Bohuslavice","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BOHUSLAVICE",""
901,3,"PETR VAŇÁT",38,"státní zaměstnanec","Bohuslavice","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ BOHUSLAVICE",""
1,7,"HANA ČECHOVIČOVÁ",46,"podnikatelka","Bohuslavice","Ne","",""
901,7,"ANNA HERZIGOVÁ",27,"nezaměstnaná","Bohuslavice","Ne","",""
389,8,"KAREL LOCHMAN",66,"důchodce","Bohuslavice","Ne","",""
389,11,"JANA MARYŠKOVÁ",27,"OSVČ","Bohuslavice","Ne","",""
902,6,"JANA ŠITINOVÁ",39,"účetní","Bohuslavice","Ne","",""
389,4,"LUKÁŠ PRAX",31,"skladník","Bohuslavice","Ne","",""
7,1,"TOMÁŠ TÖLG",31,"mistr provozu - pila Bohuslavice","Bohuslavice","Ne","",""
1,8,"Ing. HELENA ZÁMEČNÍKOVÁ",62,"důchodce","Bohuslavice","Ne","",""
901,6,"Ing. JAROSLAV ZÍTKO",62,"ředitel společnosti","Bohuslavice","Ne","",""
902,9,"IVANA KYRALOVÁ",50,"OSVČ","Bohuslavice","Ne","",""
901,8,"JIŘÍ HAVELKA",38,"obchodní zástupce","Bohuslavice","Ne","",""
902,5,"LADISLAV PROUZA",45,"vedoucí skladu","Bohuslavice","Ne","",""
901,9,"LENKA GRIMOVÁ",36,"nezaměstnaná","Bohuslavice","Ne","",""
1,2,"JIŘÍ ŠITINA",40,"podnikatel","Bohuslavice","Ne","",""
902,11,"JAN ROUBAL",37,"OSVČ","Bohuslavice","Ne","",""
901,10,"LUBOMÍR ŽUK",58,"státní zaměstnanec","Bohuslavice","Ne","",""
1,3,"MIROSLAV LAGRON",33,"řezník-uzenář","Bohuslavice","Ne","",""
389,10,"PETR KRÁLÍČEK",50,"instalatér","Bohuslavice","Ne","",""
902,4,"Mgr. PETR VODA",36,"středoškolský učitel","Bohuslavice","Ne","",""
1,5,"PETRA FOGLOVÁ DiS.",31,"učitelka MŠ","Bohuslavice","Ne","",""
902,8,"PETR PETŘÍK",44,"OSVČ","Bohuslavice","Ne","",""
389,7,"VOJTĚCH HLADÍK",58,"autoopravář","Bohuslavice","Ne","",""
389,5,"MILENA RYDLOVÁ",42,"vychovatelka ŠD","Bohuslavice","Ne","",""
