"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
903,7,"ALEŠ PAVLOVIČ",38,"svobodný podnikatel","Horní Pochlovice","Ne","BEZPP",""
901,9,"GAŠPAR BALOG",75,"důchodce","Kaceřov","Ne","BEZPP","GAŠPAR BALOG, NEZÁVISLÝ KANDIDÁT"
903,1,"ERVÍN WALLISCH",38,"zámečník","Kaceřov","Ano","BEZPP","KRÁSNĚJŠÍ A SPOKOJENĚJŠÍ OBEC"
902,2,"DANIELA JANOVSKÁ",21,"studentka","Kaceřov","Ne","BEZPP",""
903,2,"ALEXANDRA NOVÁKOVÁ",39,"úřednice","Kaceřov","Ne","BEZPP",""
901,7,"HANA POLOMOVÁ",49,"osoba samostatně výdělečně činná","Horní Pochlovice","Ne","BEZPP","KRÁSNĚJŠÍ A SPOKOJENĚJŠÍ OBEC"
901,5,"MANFRED FRIEDL",59,"řidič","Kaceřov","Ne","BEZPP",""
901,6,"INGRID MILFAITOVÁ",34,"policistka","Kaceřov","Ne","BEZPP",""
902,6,"JAROSLAV SOMMER",20,"student","Kaceřov","Ne","BEZPP",""
903,3,"BOHUMIL POKORNÝ",39,"svobodný podnikatel","Horní Pochlovice","Ano","BEZPP","SPOKOJENÝ OBČAN"
903,6,"KAREL MECNER",30,"svobodný podnikatel","Horní Pochlovice","Ne","BEZPP",""
901,8,"JITKA ČÍŽKOVÁ",33,"jednatelka společnosti","Horní Pochlovice","Ne","BEZPP","KRÁSNĚJŠÍ A SPOKOJENĚJŠÍ OBEC"
903,4,"TOMÁŠ HAVRÁNEK",38,"svobodný podnikatel","Horní Pochlovice","Ne","BEZPP","SPOKOJENÝ OBČAN"
901,1,"MIROSLAV PÜCHNER",45,"osoba samostatně výdělečně činná","Kaceřov","Ano","BEZPP","KRÁSNĚJŠÍ A SPOKOJENĚJŠÍ OBEC"
902,1,"KRISTÝNA WERNEROVÁ",22,"bez zaměstnání","Kaceřov","Ne","BEZPP",""
902,5,"MARKÉTA KŘEČKOVÁ",21,"studentka","Kaceřov","Ne","BEZPP",""
903,5,"RADKA MALÁ",44,"dělnice","Kaceřov","Ne","BEZPP",""
901,4,"ROBERT SOMMER",41,"zástupce mistra","Kaceřov","Ano","BEZPP","KRÁSNĚJŠÍ A SPOKOJENĚJŠÍ OBEC"
902,3,"TOMÁŠ SOMMER",22,"bez zaměstnání","Kaceřov","Ne","BEZPP",""
901,2,"VÍTĚZSLAV BALOG",52,"řidič","Kaceřov","Ano","BEZPP","KRÁSNĚJŠÍ A SPOKOJENĚJŠÍ OBEC"
901,3,"VLADIMÍR HAMOUZ",59,"kontrolor kvality","Horní Pochlovice","Ne","BEZPP","SPOKOJENÝ OBČAN"
902,4,"VERONIKA WERNEROVÁ",25,"prodavačka","Kaceřov","Ne","BEZPP","SPOKOJENÝ OBČAN"
