"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
1,11,"LENKA MOŠNOVSKÁ",56,"sanitářka","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,7,"VLADIMÍR KOUTNÝ",61,"OSVČ","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,3,"DANA HETMÁNKOVÁ",56,"OSVČ v obchodní činnosti","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,10,"STANISLAV LNĚNIČKA",78,"zootechnik","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,5,"ANEŽKA VEREBELYOVÁ",69,"vedoucí stravování","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,9,"JIŘINA KOZUBÍKOVÁ",66,"pečovatelka","Maršíkov","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,14,"PETR VÁLEK",46,"tesař","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,1,"MARTA HRADILOVÁ",50,"zdravotní sestra","Velké Losiny","Ano","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,4,"MARTA RÝZNAROVÁ",64,"účetní","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,8,"ROSTISLAV HEZKÝ",66,"topenář","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
1,13,"JIŘÍ VÁLEK",48,"OSVČ malíř, natěrač","Velké Losiny","Ne","KŘESŤANSKÁ A DEMOKRATICKÁ UNIE - ČESKOSLOVENSKÁ STRANA LIDOVÁ",""
7,12,"KAREL SLONČÍK",63,"důchodce","Velké Losiny","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
88,1,"Mgr. IVANA BLAŽKOVÁ",53,"manažer","Velké Losiny","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ","*"
7,3,"MUDr. JAROMÍR BARTOŠ",61,"lékař","Velké Losiny","Ano","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,5,"Ing. JAROSLAV TON",65,"důchodce","Velké Losiny","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,6,"MIROSLAVA MÜLLEROVÁ",46,"referent IC a knihovny","Velké Losiny","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,4,"TOMÁŠ VACULÍK",30,"technik","Maršíkov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,9,"JAN VACULÍK",63,"řidič","Maršíkov","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,13,"JOSEF ŠOLC",55,"obráběč kovů","Žárová","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,15,"BOŽENA PETRŽELOVÁ",68,"důchodkyně","Velké Losiny","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
7,8,"MARCELA KOPŘIVOVÁ",59,"účetní","Velké Losiny","Ne","ČESKÁ STRANA SOCIÁLNĚ DEMOKRATICKÁ",""
47,5,"FRANTIŠEK VÁŇA",42,"OSVČ","Velké Losiny","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,3,"Ing. EVŽEN VACÁTKO",58,"výzkumný pracovník","Velké Losiny","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,12,"DRAHOMÍRA MINAŘÍKOVÁ",70,"důchodce","Velké Losiny","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,8,"PAVEL ROSÁK",56,"koordinátor","Velké Losiny","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,9,"PAVEL MIKA",68,"důchodce","Velké Losiny","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,2,"Mgr. JANA KOCMANOVÁ",69,"důchodce","Velké Losiny","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,13,"RENÉ MÁDR",43,"řidič","Velké Losiny","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,1,"VLADISLAV ČERNOCH",64,"důchodce","Velké Losiny","Ano","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,15,"JIŘÍ LYSÁK",65,"důchodce","Velké Losiny","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,7,"ZUZANA ŠENEKLOVÁ",48,"dělnice","Velké Losiny","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
47,10,"FRANTIŠEK BALÁŽ",44,"dělník","Velké Losiny","Ne","KOMUNISTICKÁ STRANA ČECH A MORAVY",""
721,15,"JOSEF PRYGL",66,"důchodce","Velké Losiny","Ne","TOP 09",""
7,2,"Mgr. DAVID KŘEPSKÝ",31,"obchodní manažer","Velké Losiny","Ano","TOP 09","*"
721,1,"MUDr. KATEŘINA BLÁHOVÁ",37,"lékařka","Ludvíkov","Ano","TOP 09",""
88,6,"IVANA ŠLAPALOVÁ",50,"referentka","Bukovice","Ne","TOP 09","*"
721,3,"Ing. ZBYNĚK OREL",36,"hasič","Velké Losiny","Ano","TOP 09",""
721,7,"JIŘÍ MIKA",38,"podnikatel","Velké Losiny","Ne","TOP 09",""
721,2,"Ing. JANA FIALOVÁ",38,"asistent prodeje","Velké Losiny","Ne","TOP 09",""
47,14,"HANA ROSÁKOVÁ",51,"fyzioterapeutka","Velké Losiny","Ne","",""
541,3,"BOHDAN DRAŽNÝ",41,"OSVČ","Velké Losiny","Ne","",""
721,11,"DAGMAR KŐNIGOVÁ",35,"poštovní doručovatelka","Velké Losiny","Ne","",""
721,14,"DAGMAR ORLOVÁ",62,"důchodkyně","Ludvíkov","Ne","",""
901,7,"DANUŠE CHROMKOVÁ",54,"mistrová","Velké Losiny","Ne","",""
88,8,"EDUARD NOVOTNÝ",65,"důchodce","Velké Losiny","Ne","",""
901,1,"EVA BARTOŠOVÁ",56,"zdravotní sestra","Velké Losiny","Ne","",""
7,11,"JIŘINA VACULÍKOVÁ",59,"invalidní důchodce","Maršíkov","Ne","",""
901,8,"EVA PROCHÁZKOVÁ",42,"doručovatelka","Bukovice","Ne","",""
88,13,"FRANTIŠEK HETMÁNEK",26,"prodavač","Velké Losiny","Ne","",""
901,6,"FRANTIŠKA HAMPLOVÁ",61,"OSVČ","Velké Losiny","Ne","",""
721,8,"Ing. KAMILA ŽDYCHOVÁ",47,"obchodní referent","Ludvíkov","Ne","",""
541,15,"JAROSLAV PODZIMEK",55,"ředitel obchodní společnosti","Velké Losiny","Ne","",""
721,4,"MIROSLAVA ZAGOZDOVÁ",38,"na mateřské dovolené","Žárová","Ne","",""
1,15,"Mgr. KATEŘINA VEREBELYOVÁ",33,"učitelka speciální ZŠ","Velké Losiny","Ne","",""
901,3,"KATEŘINA ŽAITLIKOVÁ",34,"zdravotní sestra","Velké Losiny","Ne","",""
88,3,"IVETA MRNKOVÁ",45,"OSVČ","Velké Losiny","Ne","",""
721,12,"RENATA SMAŽÁKOVÁ",38,"uklízečka","Velké Losiny","Ne","",""
