"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Příslušnost","Minulá kandidatura"
804,1,"Ing. ALENA KOTAŠKOVÁ",35,"manažerka","Břehov","Ne","BEZPP",""
803,1,"DANIEL BENÁK",39,"OSVČ","Břehov","Ne","BEZPP",""
809,1,"JOSEF KOUPAL",60,"THP","Břehov","Ano","BEZPP","JOSEF KOUPAL, NEZÁVISLÝ KANDIDÁT"
810,1,"MAREK PETRÁŠEK",29,"OSVČ","Břehov","Ano","BEZPP","MAREK PETRÁŠEK, NEZÁVISLÝ KANDIDÁT"
802,1,"BLANKA ŠEDIVÁ",56,"THP","Břehov","Ano","BEZPP","BLANKA ŠEDIVÁ, NEZÁVISLÝ KANDIDÁT"
807,1,"JOSEF JÍROVEC",40,"OSVČ","Břehov","Ne","BEZPP",""
808,1,"JOSEF KAČER",39,"OSVČ","Břehov","Ano","BEZPP","JOSEF KAČER, NEZÁVISLÝ KANDIDÁT"
806,1,"JAN ŠTACKO",33,"OSVČ","Břehov","Ano","BEZPP","JAN ŠTACKO, NEZÁVISLÝ KANDIDÁT"
805,1,"Ing. JIŘÍ ŠIMEK",40,"jednatel společnosti","Břehov","Ne","BEZPP",""
811,1,"VÁCLAVA RUSOVÁ",50,"mzdová účetní","Břehov","Ano","BEZPP","VÁCLAVA RUSOVÁ, NEZÁVISLÝ KANDIDÁT"
801,1,"Bc. VÁCLAV RUSO",29,"projektant elektro","Břehov","Ne","BEZPP",""
