"StranaNr","Pořadí","Jméno","Věk","Povolání","Bydliště","Obhajuje","Minulá kandidatura","Změnil stranu"
53,7,"BOHUMIL HAVLÍK",62,"dělník","Rovensko pod Troskami","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,1,"JIŘINA BLÁHOVÁ",51,"veterinární pracovnice","Rovensko pod Troskami","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,9,"ZDENĚK MELICH",57,"podnikatel ve stavebnictví","Rovensko pod Troskami","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,3,"MVDr. VÁCLAV ŠVIHEL",66,"veterinární inspektor","Rovensko pod Troskami","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,2,"JIŘÍ KUBELKA",41,"podnikový programátor","Rovensko pod Troskami","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,11,"LADISLAV ŠÁLEK",63,"podnikatel, zemní práce","Rovensko pod Troskami","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,6,"MARKÉTA KOVAŘÍKOVÁ",40,"úřednice","Rovensko pod Troskami","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,10,"RADEK DVOŘÁK",44,"dělník","Rovensko pod Troskami","Ne","OBČANSKÁ DEMOKRATICKÁ STRANA",""
53,4,"MUDr. JAROSLAV HOŠEK",60,"zubní lékař","Rovensko pod Troskami","Ano","OBČANSKÁ DEMOKRATICKÁ STRANA",""
901,3,"DAVID MAJER",41,"referent","Rovensko pod Troskami","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
902,1,"ZDEŇKA NEJEDLÁ",55,"starostka (účetní-rozpočtář)","Rovensko pod Troskami","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
902,7,"Ing. PETR HALAMA",45,"zahradní architekt - podnikatel","Rovensko pod Troskami","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
901,11,"MARCELA GROHOVÁ",38,"asistentka prodeje","Rovensko pod Troskami","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
901,6,"PETRA PROCHÁZKOVÁ",34,"administrativní pracovnice","Rovensko pod Troskami","Ne","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
902,4,"JIŘÍ HOUŠKA",60,"strojvedoucí","Rovensko pod Troskami","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
901,1,"Bc. KATEŘINA MATYSOVÁ",43,"učitelka","Rovensko pod Troskami","Ano","SDRUŽENÍ NEZÁVISLÝCH KANDIDÁTŮ",""
901,10,"MARIE KVAPILOVÁ",25,"studentka","Rovensko pod Troskami","Ne","SDRUŽENÍ ROVENSKÝCH SPOLKŮ",""
902,6,"Ing. ALENA KOZUBOVÁ",50,"učitelka ekonomických předmětů","Rovensko pod Troskami","Ne","SDRUŽENÍ ROVENSKÝCH SPOLKŮ",""
901,9,"Mgr. ALEŠ REZEK",57,"konstruktér","Rovensko pod Troskami","Ne","SDRUŽENÍ ROVENSKÝCH SPOLKŮ",""
902,11,"VLADIMÍR KUBÁT",68,"důchodce","Křečovice 2. díl","Ne","SDRUŽENÍ ROVENSKÝCH SPOLKŮ",""
901,2,"Bc. JIŘÍ BÍMA",42,"optometrista","Rovensko pod Troskami","Ano","SDRUŽENÍ ROVENSKÝCH SPOLKŮ",""
902,9,"ROMAN VOLTR",58,"obchodní zástupce","Rovensko pod Troskami","Ne","SDRUŽENÍ ROVENSKÝCH SPOLKŮ",""
902,5,"MIROSLAV KOLÁŘ",50,"podnikatel - autodoprava","Rovensko pod Troskami","Ne","SDRUŽENÍ ROVENSKÝCH SPOLKŮ",""
902,10,"JARMILA NOVÁKOVÁ",35,"ekonom","Rovensko pod Troskami","Ne","",""
901,7,"JINDŘICH SLAVÍK",31,"řidič - záchranář","Rovensko pod Troskami","Ne","",""
901,5,"JAN ŠOUREK",46,"údržbář","Rovensko pod Troskami","Ne","",""
901,4,"MAREK NÁHLOVSKÝ",40,"obchodní zástupce","Rovensko pod Troskami","Ne","",""
901,8,"ZUZANA DLOUHÁ",33,"recepční","Rovensko pod Troskami","Ne","",""
53,5,"Ing. TOMÁŠ BLÁHA",28,"stavební projektant","Rovensko pod Troskami","Ne","",""
902,3,"PAVEL FIŠERA",46,"strojvedoucí","Rovensko pod Troskami","Ne","",""
902,2,"PAVEL JÍRA",41,"podnikatel ve stavebnictví","Rovensko pod Troskami","Ne","",""
53,8,"LENKA ŠTENCELOVÁ",49,"dělnice","Rovensko pod Troskami","Ne","",""
902,8,"MILOSLAV SOJKA",38,"řidič z povolání - podnikatel","Křečovice 2. díl","Ne","",""
